Sequential;0;0;0.069483;0.000000;0.000000;0.069787;
OMP+MPI;1;1;0.058567;0.000359;0.000029;0.065789;
OMP+MPI;1;2;0.062753;0.001001;0.000029;0.075609;
OMP+MPI;1;4;0.086596;0.006499;0.000491;0.102536;
OMP+MPI;1;8;0.122664;0.014431;0.000245;0.150994;
OMP+MPI;2;1;0.063376;0.000358;0.000399;0.069858;
OMP+MPI;2;2;0.064171;0.002017;0.000272;0.073172;
OMP+MPI;2;4;0.079197;0.006013;0.000236;0.094681;
OMP+MPI;2;8;0.114826;0.010652;0.000412;0.144065;
OMP+MPI;4;1;0.069461;0.000389;0.000501;0.079785;
OMP+MPI;4;2;0.066629;0.001104;0.000451;0.075964;
OMP+MPI;4;4;0.095795;0.001916;0.000667;0.105879;
OMP+MPI;4;8;0.127199;0.004232;0.000391;0.148395;
OMP+MPI;8;1;0.058681;0.000406;0.000875;0.066111;
OMP+MPI;8;2;0.060253;0.001381;0.000652;0.071030;
OMP+MPI;8;4;0.082498;0.005330;0.000721;0.097788;
OMP+MPI;8;8;0.119945;0.003635;0.000624;0.142378;
OMP+MPI;16;1;0.060993;0.000375;0.001805;0.069701;
OMP+MPI;16;2;0.063732;0.001346;0.001206;0.074637;
OMP+MPI;16;4;0.079981;0.004025;0.000881;0.097782;
OMP+MPI;16;8;0.144008;0.003294;0.000777;0.163597;
Sequential;0;0;0.061461;0.000000;0.000000;0.061757;
OMP+MPI;1;1;0.056635;0.000397;0.000029;0.063056;
OMP+MPI;1;2;0.073799;0.000892;0.000029;0.082414;
OMP+MPI;1;4;0.095140;0.006768;0.000173;0.113262;
OMP+MPI;1;8;0.131342;0.009559;0.000278;0.156573;
OMP+MPI;2;1;0.060022;0.000396;0.000166;0.066564;
OMP+MPI;2;2;0.062116;0.001417;0.000239;0.070144;
OMP+MPI;2;4;0.079074;0.001774;0.000347;0.094922;
OMP+MPI;2;8;0.134987;0.011292;0.000734;0.159060;
OMP+MPI;4;1;0.065742;0.000357;0.000479;0.072582;
OMP+MPI;4;2;0.063256;0.001401;0.000364;0.074160;
OMP+MPI;4;4;0.084872;0.002285;0.000766;0.098671;
OMP+MPI;4;8;0.120807;0.010455;0.000477;0.147424;
OMP+MPI;8;1;0.061407;0.000402;0.000952;0.069067;
OMP+MPI;8;2;0.064747;0.001247;0.000685;0.074003;
OMP+MPI;8;4;0.079504;0.011529;0.000574;0.099944;
OMP+MPI;8;8;0.136217;0.005413;0.000606;0.160753;
OMP+MPI;16;1;0.058146;0.000343;0.001313;0.064945;
OMP+MPI;16;2;0.062417;0.001088;0.001109;0.072458;
OMP+MPI;16;4;0.079318;0.002784;0.001049;0.094290;
OMP+MPI;16;8;0.119532;0.015793;0.000897;0.151337;
Sequential;0;0;0.073907;0.000000;0.000001;0.074181;
OMP+MPI;1;1;0.059412;0.000433;0.000038;0.068771;
OMP+MPI;1;2;0.064372;0.001415;0.000029;0.072425;
OMP+MPI;1;4;0.080531;0.002556;0.000385;0.095053;
OMP+MPI;1;8;0.134306;0.010872;0.000229;0.154320;
OMP+MPI;2;1;0.060340;0.000379;0.000364;0.067048;
OMP+MPI;2;2;0.060535;0.001310;0.000338;0.069991;
OMP+MPI;2;4;0.081534;0.001798;0.000491;0.099250;
OMP+MPI;2;8;0.114711;0.017040;0.000355;0.149613;
OMP+MPI;4;1;0.059628;0.000372;0.000885;0.066156;
OMP+MPI;4;2;0.061164;0.002192;0.000723;0.072854;
OMP+MPI;4;4;0.080753;0.002105;0.000765;0.096102;
OMP+MPI;4;8;0.125311;0.004691;0.000412;0.147509;
OMP+MPI;8;1;0.058514;0.000373;0.000895;0.065447;
OMP+MPI;8;2;0.073094;0.001458;0.001104;0.085519;
OMP+MPI;8;4;0.083144;0.004173;0.000742;0.098861;
OMP+MPI;8;8;0.132937;0.003792;0.000555;0.147741;
OMP+MPI;16;1;0.067041;0.000361;0.001545;0.075432;
OMP+MPI;16;2;0.065457;0.001651;0.001564;0.075220;
OMP+MPI;16;4;0.083547;0.002613;0.000764;0.099135;
OMP+MPI;16;8;0.130521;0.006231;0.000854;0.153013;
Sequential;0;0;0.060086;0.000000;0.000000;0.060388;
OMP+MPI;1;1;0.067763;0.000353;0.000031;0.075130;
OMP+MPI;1;2;0.071777;0.005075;0.000023;0.085246;
OMP+MPI;1;4;0.080142;0.004038;0.000401;0.095028;
OMP+MPI;1;8;0.119427;0.005105;0.000261;0.143820;
OMP+MPI;2;1;0.059555;0.000421;0.000175;0.066225;
OMP+MPI;2;2;0.063836;0.001163;0.000386;0.074325;
OMP+MPI;2;4;0.082983;0.002004;0.000397;0.102210;
OMP+MPI;2;8;0.134547;0.003781;0.000704;0.149313;
OMP+MPI;4;1;0.056942;0.000357;0.000438;0.063432;
OMP+MPI;4;2;0.064395;0.001614;0.000586;0.075734;
OMP+MPI;4;4;0.081214;0.004594;0.000651;0.096438;
OMP+MPI;4;8;0.116855;0.013165;0.000443;0.148895;
OMP+MPI;8;1;0.058315;0.000393;0.000592;0.064913;
OMP+MPI;8;2;0.061254;0.007455;0.000871;0.076207;
OMP+MPI;8;4;0.085763;0.002424;0.000834;0.103118;
OMP+MPI;8;8;0.127961;0.013590;0.001018;0.160700;
OMP+MPI;16;1;0.058853;0.000407;0.001832;0.067230;
OMP+MPI;16;2;0.065035;0.001316;0.001093;0.076776;
OMP+MPI;16;4;0.092608;0.002564;0.000843;0.109129;
OMP+MPI;16;8;0.145226;0.004151;0.001178;0.165299;
