Sequential;0;0;0.001186;0.000000;0.000000;0.001411;
OMP+MPI;1;1;0.001175;0.000030;0.000019;0.001402;
OMP+MPI;1;2;0.001285;0.000269;0.000065;0.001764;
OMP+MPI;1;4;0.001288;0.000774;0.000235;0.002285;
OMP+MPI;1;8;0.001265;0.001386;0.000275;0.002855;
OMP+MPI;2;1;0.001117;0.000027;0.000136;0.001450;
OMP+MPI;2;2;0.001259;0.000315;0.000210;0.001879;
OMP+MPI;2;4;0.001272;0.000668;0.000300;0.002241;
OMP+MPI;2;8;0.001271;0.001757;0.000389;0.003320;
OMP+MPI;4;1;0.001197;0.000034;0.000406;0.001822;
OMP+MPI;4;2;0.001276;0.000247;0.000262;0.001965;
OMP+MPI;4;4;0.001376;0.000796;0.000438;0.002585;
OMP+MPI;4;8;0.001371;0.001596;0.000486;0.003351;
OMP+MPI;8;1;0.001187;0.000032;0.000842;0.002243;
OMP+MPI;8;2;0.001256;0.000310;0.000541;0.002210;
OMP+MPI;8;4;0.001279;0.000749;0.000558;0.002624;
OMP+MPI;8;8;0.001337;0.001613;0.000718;0.003508;
OMP+MPI;16;1;0.001337;0.000034;0.001116;0.002707;
OMP+MPI;16;2;0.001181;0.000324;0.001109;0.002771;
OMP+MPI;16;4;0.001323;0.001489;0.001247;0.003936;
OMP+MPI;16;8;0.001388;0.001763;0.000996;0.004088;
Sequential;0;0;0.001293;0.000000;0.000000;0.001502;
OMP+MPI;1;1;0.001123;0.000029;0.000018;0.001341;
OMP+MPI;1;2;0.001169;0.000232;0.000073;0.001596;
OMP+MPI;1;4;0.001275;0.000679;0.000220;0.002160;
OMP+MPI;1;8;0.001891;0.001444;0.000296;0.003530;
OMP+MPI;2;1;0.001124;0.000034;0.000144;0.001472;
OMP+MPI;2;2;0.001229;0.000232;0.000350;0.001989;
OMP+MPI;2;4;0.001323;0.000729;0.000287;0.002361;
OMP+MPI;2;8;0.001874;0.001384;0.000377;0.003533;
OMP+MPI;4;1;0.001117;0.000029;0.000451;0.001780;
OMP+MPI;4;2;0.001245;0.000437;0.000335;0.002060;
OMP+MPI;4;4;0.001457;0.000708;0.000373;0.002546;
OMP+MPI;4;8;0.001494;0.001818;0.000500;0.003734;
OMP+MPI;8;1;0.001177;0.000029;0.000433;0.001819;
OMP+MPI;8;2;0.001103;0.000278;0.000820;0.002267;
OMP+MPI;8;4;0.001291;0.000797;0.000577;0.002605;
OMP+MPI;8;8;0.001336;0.001921;0.000718;0.003857;
OMP+MPI;16;1;0.001109;0.000030;0.000904;0.002230;
OMP+MPI;16;2;0.001313;0.000240;0.000949;0.002685;
OMP+MPI;16;4;0.001279;0.000783;0.000822;0.002893;
OMP+MPI;16;8;0.001315;0.001768;0.001030;0.003950;
Sequential;0;0;0.001349;0.000000;0.000001;0.001572;
OMP+MPI;1;1;0.001243;0.000028;0.000018;0.001470;
OMP+MPI;1;2;0.001289;0.000348;0.000078;0.001871;
OMP+MPI;1;4;0.001318;0.000711;0.000192;0.002243;
OMP+MPI;1;8;0.001399;0.001612;0.000333;0.003236;
OMP+MPI;2;1;0.001133;0.000028;0.000141;0.001472;
OMP+MPI;2;2;0.001192;0.000382;0.000283;0.001914;
OMP+MPI;2;4;0.001319;0.000702;0.000286;0.002326;
OMP+MPI;2;8;0.001313;0.001594;0.000378;0.003186;
OMP+MPI;4;1;0.001108;0.000029;0.000413;0.001721;
OMP+MPI;4;2;0.001253;0.000284;0.000399;0.002035;
OMP+MPI;4;4;0.001308;0.001104;0.000345;0.002805;
OMP+MPI;4;8;0.001367;0.001869;0.000472;0.003640;
OMP+MPI;8;1;0.001186;0.000030;0.000640;0.002036;
OMP+MPI;8;2;0.001289;0.000228;0.000516;0.002239;
OMP+MPI;8;4;0.001280;0.000809;0.000575;0.002725;
OMP+MPI;8;8;0.001381;0.001683;0.000667;0.003614;
OMP+MPI;16;1;0.001169;0.000029;0.000819;0.002203;
OMP+MPI;16;2;0.001301;0.000350;0.000957;0.002724;
OMP+MPI;16;4;0.001282;0.000803;0.000928;0.002974;
OMP+MPI;16;8;0.001814;0.001822;0.000976;0.004608;
Sequential;0;0;0.001255;0.000000;0.000000;0.001461;
OMP+MPI;1;1;0.001175;0.000040;0.000022;0.001449;
OMP+MPI;1;2;0.001197;0.000251;0.000069;0.001642;
OMP+MPI;1;4;0.001271;0.000589;0.000178;0.002085;
OMP+MPI;1;8;0.001554;0.001275;0.000269;0.003039;
OMP+MPI;2;1;0.001112;0.000030;0.000141;0.001458;
OMP+MPI;2;2;0.001218;0.000255;0.000215;0.001834;
OMP+MPI;2;4;0.001316;0.000650;0.000288;0.002259;
OMP+MPI;2;8;0.001290;0.001553;0.000385;0.003131;
OMP+MPI;4;1;0.001118;0.000031;0.000374;0.001692;
OMP+MPI;4;2;0.001261;0.000307;0.000271;0.001989;
OMP+MPI;4;4;0.001288;0.000676;0.000352;0.002349;
OMP+MPI;4;8;0.001376;0.001987;0.000501;0.003741;
OMP+MPI;8;1;0.001114;0.000029;0.000575;0.001891;
OMP+MPI;8;2;0.001315;0.000302;0.000549;0.002264;
OMP+MPI;8;4;0.001756;0.000839;0.000616;0.003132;
OMP+MPI;8;8;0.001599;0.001687;0.000634;0.003814;
OMP+MPI;16;1;0.001231;0.000038;0.000905;0.002362;
OMP+MPI;16;2;0.001289;0.000220;0.000943;0.002620;
OMP+MPI;16;4;0.001299;0.000810;0.000950;0.003065;
OMP+MPI;16;8;0.001341;0.002071;0.000959;0.004280;
