Sequential;0;0;3.157203;0.000001;3.157511;
Sequential;0;0;3.086210;0.000002;3.086548;
Sequential;0;0;3.247974;0.000001;3.248279;
Sequential;0;0;3.417478;0.000002;3.417773;
