Sequential;0;0;3.157203;0.000000;0.000001;3.157511;
OMP+MPI;1;1;3.017796;0.005439;0.000033;3.194257;
OMP+MPI;1;2;3.719440;0.025619;0.000024;3.927891;
OMP+MPI;1;4;4.386149;0.007587;0.000130;4.593015;
OMP+MPI;1;8;5.674712;0.008951;0.000302;5.971714;
OMP+MPI;2;1;3.224738;0.005412;0.000411;3.401569;
OMP+MPI;2;2;3.742685;0.006385;0.000344;3.925479;
OMP+MPI;2;4;4.432527;0.007744;0.000389;4.643832;
OMP+MPI;2;8;5.857842;0.022078;0.000608;6.148626;
OMP+MPI;4;1;3.131514;0.005600;0.000611;3.310551;
OMP+MPI;4;2;3.814345;0.005876;0.000331;3.997051;
OMP+MPI;4;4;4.438232;0.007628;0.000485;4.643804;
OMP+MPI;4;8;5.694494;0.009056;0.000526;5.979672;
OMP+MPI;8;1;3.083565;0.005497;0.000966;3.258246;
OMP+MPI;8;2;3.765316;0.005964;0.000578;3.947445;
OMP+MPI;8;4;4.431547;0.007573;0.000527;4.642122;
OMP+MPI;8;8;5.709508;0.011385;0.001061;6.003293;
OMP+MPI;16;1;3.060902;0.005556;0.001812;3.236792;
OMP+MPI;16;2;3.778324;0.006375;0.000905;3.966569;
OMP+MPI;16;4;4.405617;0.007886;0.000921;4.612283;
OMP+MPI;16;8;5.784353;0.022548;0.000860;6.107736;
Sequential;0;0;3.086210;0.000000;0.000002;3.086548;
OMP+MPI;1;1;3.417253;0.005472;0.000030;3.594196;
OMP+MPI;1;2;3.747052;0.005866;0.000028;3.933291;
OMP+MPI;1;4;4.400842;0.008208;0.000256;4.611609;
OMP+MPI;1;8;5.693426;0.010317;0.000468;5.994609;
OMP+MPI;2;1;3.087160;0.005654;0.000348;3.265129;
OMP+MPI;2;2;3.732139;0.006270;0.000172;3.915556;
OMP+MPI;2;4;4.438148;0.008234;0.000742;4.647785;
OMP+MPI;2;8;5.689306;0.011745;0.000640;5.991601;
OMP+MPI;4;1;3.191732;0.005550;0.000801;3.365828;
OMP+MPI;4;2;3.761042;0.006126;0.000530;3.944305;
OMP+MPI;4;4;4.400139;0.007917;0.000600;4.613250;
OMP+MPI;4;8;5.671474;0.010772;0.000820;5.959816;
OMP+MPI;8;1;3.174059;0.005470;0.000932;3.348290;
OMP+MPI;8;2;3.736592;0.005907;0.000436;3.921959;
OMP+MPI;8;4;4.508349;0.007856;0.000572;4.719814;
OMP+MPI;8;8;5.701419;0.010661;0.000515;5.976114;
OMP+MPI;16;1;3.071733;0.005530;0.002014;3.252521;
OMP+MPI;16;2;3.752844;0.006198;0.001209;3.941312;
OMP+MPI;16;4;4.401931;0.008126;0.000797;4.617805;
OMP+MPI;16;8;5.747834;0.014791;0.000872;6.062195;
Sequential;0;0;3.247974;0.000000;0.000001;3.248279;
OMP+MPI;1;1;3.094807;0.005582;0.000031;3.270728;
OMP+MPI;1;2;3.724126;0.005928;0.000024;3.907577;
OMP+MPI;1;4;4.388170;0.007452;0.000176;4.602602;
OMP+MPI;1;8;5.710512;0.011038;0.000393;5.991896;
OMP+MPI;2;1;3.078691;0.005750;0.000419;3.262268;
OMP+MPI;2;2;3.821191;0.006347;0.000424;4.008548;
OMP+MPI;2;4;4.410730;0.007403;0.000309;4.628068;
OMP+MPI;2;8;5.795712;0.013167;0.000480;6.074690;
OMP+MPI;4;1;3.064762;0.005472;0.000795;3.239993;
OMP+MPI;4;2;3.750254;0.005979;0.000363;3.935468;
OMP+MPI;4;4;4.407535;0.007838;0.000540;4.611529;
OMP+MPI;4;8;5.699723;0.011163;0.000546;5.998841;
OMP+MPI;8;1;3.102007;0.005526;0.000812;3.279846;
OMP+MPI;8;2;3.743013;0.006122;0.000788;3.925478;
OMP+MPI;8;4;4.410941;0.008322;0.000958;4.618203;
OMP+MPI;8;8;5.697925;0.009613;0.000528;5.972884;
OMP+MPI;16;1;3.063030;0.005579;0.001246;3.241795;
OMP+MPI;16;2;3.745187;0.006036;0.001199;3.931491;
OMP+MPI;16;4;4.451566;0.007988;0.000952;4.657033;
OMP+MPI;16;8;5.678612;0.010694;0.000815;5.968777;
Sequential;0;0;3.417478;0.000000;0.000002;3.417773;
OMP+MPI;1;1;3.038478;0.005408;0.000032;3.215829;
OMP+MPI;1;2;3.733581;0.006061;0.000023;3.915965;
OMP+MPI;1;4;4.413173;0.007669;0.000494;4.617627;
OMP+MPI;1;8;5.705856;0.011502;0.000698;6.000233;
OMP+MPI;2;1;3.065711;0.005415;0.000501;3.243216;
OMP+MPI;2;2;3.778335;0.005979;0.000230;3.966673;
OMP+MPI;2;4;4.413441;0.007829;0.000553;4.624797;
OMP+MPI;2;8;5.714115;0.009859;0.000423;5.984872;
OMP+MPI;4;1;3.123439;0.005557;0.000525;3.298090;
OMP+MPI;4;2;3.766462;0.006008;0.000346;3.950859;
OMP+MPI;4;4;4.422208;0.007941;0.000424;4.634967;
OMP+MPI;4;8;5.720042;0.010635;0.000763;6.013618;
OMP+MPI;8;1;3.065467;0.005531;0.001418;3.242328;
OMP+MPI;8;2;3.964452;0.005853;0.000953;4.150198;
OMP+MPI;8;4;4.380205;0.007598;0.000751;4.589078;
OMP+MPI;8;8;5.690854;0.010810;0.000573;5.987260;
OMP+MPI;16;1;3.157494;0.005611;0.001254;3.334495;
OMP+MPI;16;2;3.781810;0.005882;0.001094;3.968796;
OMP+MPI;16;4;4.390801;0.007488;0.000906;4.600071;
OMP+MPI;16;8;5.707281;0.010670;0.001017;5.992658;
