Sequential;0;0;0.000937;0.000000;0.000000;0.001146;
OMP+MPI;1;1;0.000930;0.000028;0.000017;0.001139;
OMP+MPI;1;2;0.001084;0.000309;0.000090;0.001606;
OMP+MPI;1;4;0.001112;0.000694;0.000232;0.002011;
OMP+MPI;1;8;0.001143;0.001295;0.000283;0.002652;
OMP+MPI;2;1;0.000945;0.000029;0.000138;0.001281;
OMP+MPI;2;2;0.001014;0.000307;0.000224;0.001709;
OMP+MPI;2;4;0.001093;0.000765;0.000306;0.002136;
OMP+MPI;2;8;0.001627;0.001437;0.000420;0.003341;
OMP+MPI;4;1;0.001056;0.000031;0.000228;0.001503;
OMP+MPI;4;2;0.001061;0.000363;0.000366;0.001796;
OMP+MPI;4;4;0.001095;0.000707;0.000391;0.002190;
OMP+MPI;4;8;0.001115;0.001858;0.000480;0.003341;
OMP+MPI;8;1;0.000964;0.000029;0.000539;0.001717;
OMP+MPI;8;2;0.001103;0.000298;0.000482;0.001998;
OMP+MPI;8;4;0.001090;0.000776;0.000571;0.002446;
OMP+MPI;8;8;0.001140;0.001734;0.000662;0.003416;
OMP+MPI;16;1;0.000996;0.000030;0.000778;0.001984;
OMP+MPI;16;2;0.001137;0.000411;0.000918;0.002475;
OMP+MPI;16;4;0.001078;0.000873;0.000904;0.002789;
OMP+MPI;16;8;0.001336;0.001685;0.000980;0.003873;
Sequential;0;0;0.001060;0.000000;0.000000;0.001274;
OMP+MPI;1;1;0.000934;0.000028;0.000017;0.001143;
OMP+MPI;1;2;0.001006;0.000235;0.000078;0.001435;
OMP+MPI;1;4;0.001086;0.000585;0.000182;0.001885;
OMP+MPI;1;8;0.001114;0.001494;0.000346;0.002816;
OMP+MPI;2;1;0.000952;0.000028;0.000138;0.001285;
OMP+MPI;2;2;0.000999;0.000262;0.000300;0.001680;
OMP+MPI;2;4;0.001101;0.000694;0.000285;0.002110;
OMP+MPI;2;8;0.001178;0.001723;0.000424;0.003245;
OMP+MPI;4;1;0.000951;0.000030;0.000394;0.001547;
OMP+MPI;4;2;0.001071;0.000455;0.000415;0.002014;
OMP+MPI;4;4;0.001084;0.000707;0.000383;0.002224;
OMP+MPI;4;8;0.001216;0.001551;0.000511;0.003173;
OMP+MPI;8;1;0.000972;0.000030;0.000447;0.001619;
OMP+MPI;8;2;0.001100;0.000486;0.000675;0.002207;
OMP+MPI;8;4;0.001087;0.000861;0.000582;0.002472;
OMP+MPI;8;8;0.001111;0.001733;0.000669;0.003369;
OMP+MPI;16;1;0.001008;0.000035;0.000854;0.002075;
OMP+MPI;16;2;0.001006;0.000400;0.001096;0.002530;
OMP+MPI;16;4;0.001076;0.000742;0.000838;0.002702;
OMP+MPI;16;8;0.001081;0.002165;0.001017;0.004215;
Sequential;0;0;0.001022;0.000000;0.000000;0.001217;
OMP+MPI;1;1;0.000974;0.000029;0.000019;0.001187;
OMP+MPI;1;2;0.001112;0.000290;0.000082;0.001609;
OMP+MPI;1;4;0.001118;0.001115;0.000238;0.002481;
OMP+MPI;1;8;0.001181;0.001581;0.000286;0.002977;
OMP+MPI;2;1;0.001001;0.000044;0.000139;0.001380;
OMP+MPI;2;2;0.001058;0.000336;0.000263;0.001725;
OMP+MPI;2;4;0.001147;0.000774;0.000312;0.002226;
OMP+MPI;2;8;0.001106;0.001429;0.000413;0.002838;
OMP+MPI;4;1;0.001013;0.000029;0.000410;0.001622;
OMP+MPI;4;2;0.001004;0.000195;0.000416;0.001772;
OMP+MPI;4;4;0.001071;0.000735;0.000376;0.002202;
OMP+MPI;4;8;0.001569;0.001506;0.000468;0.003425;
OMP+MPI;8;1;0.000945;0.000029;0.000443;0.001584;
OMP+MPI;8;2;0.001092;0.000208;0.000443;0.001923;
OMP+MPI;8;4;0.001081;0.000810;0.000560;0.002404;
OMP+MPI;8;8;0.001133;0.001636;0.000678;0.003365;
OMP+MPI;16;1;0.000938;0.000031;0.000770;0.001907;
OMP+MPI;16;2;0.001098;0.000309;0.000889;0.002421;
OMP+MPI;16;4;0.001105;0.000863;0.000942;0.002816;
OMP+MPI;16;8;0.001084;0.001931;0.001027;0.003861;
Sequential;0;0;0.001077;0.000000;0.000001;0.001278;
OMP+MPI;1;1;0.000953;0.000028;0.000018;0.001170;
OMP+MPI;1;2;0.001063;0.000244;0.000077;0.001516;
OMP+MPI;1;4;0.001118;0.000679;0.000229;0.002014;
OMP+MPI;1;8;0.001628;0.001293;0.000295;0.003123;
OMP+MPI;2;1;0.001015;0.000030;0.000140;0.001361;
OMP+MPI;2;2;0.001055;0.000355;0.000295;0.001779;
OMP+MPI;2;4;0.001102;0.000675;0.000272;0.002054;
OMP+MPI;2;8;0.001602;0.001463;0.000405;0.003347;
OMP+MPI;4;1;0.000997;0.000032;0.000620;0.001830;
OMP+MPI;4;2;0.001068;0.000310;0.000281;0.001767;
OMP+MPI;4;4;0.001097;0.000742;0.000404;0.002199;
OMP+MPI;4;8;0.001547;0.001780;0.000541;0.003802;
OMP+MPI;8;1;0.000991;0.000032;0.000450;0.001654;
OMP+MPI;8;2;0.001060;0.000256;0.000556;0.002038;
OMP+MPI;8;4;0.001155;0.000958;0.000569;0.002678;
OMP+MPI;8;8;0.001200;0.001999;0.000745;0.003859;
OMP+MPI;16;1;0.001024;0.000030;0.000740;0.001980;
OMP+MPI;16;2;0.001123;0.000464;0.000987;0.002494;
OMP+MPI;16;4;0.001136;0.000597;0.000828;0.002709;
OMP+MPI;16;8;0.001121;0.001994;0.001080;0.004098;
